open_time,open,high,low,close,volume,quote_asset_volume,number_of_trades,taker_buy_base,taker_buy_quote,sma_7d,sma_30d,sma_50d,sma_100d,return,volatility_20,volatility_50,volatility_100,volatility_14d,rsi_14,rsi_14d,MACD,Signal,MACD_Hist,volume_rel20,volume_rel20d,will_up,portfolio,pred,portfolio_random,portfolio_bh
2024-07-15 01:00:00,61211.99,61800.0,61180.0,61390.0,2370.52915,145714018.7821099,118644.0,1100.18545,67634354.5713066,58028.52571428572,61211.30661111112,64229.98673333333,64614.47920416666,0.0029080903920948,0.005995181303808,0.0052056204719246,0.0050473074574541,0.0060725583718675,67.49158550267475,48.58413775334072,-1652.3311855797874,-2024.9512560920612,372.620070512274,2.588652178228661,1.995288733476575,True,1000000.0,,1000000.0,950141.337199728
2024-07-15 02:00:00,61390.0,62610.0,61300.87,62482.0,3372.85532,209314584.28870928,184311.0,1865.10235,115725560.9197994,58070.77101190477,61206.12140277778,64224.63505833334,64612.35729166667,0.0177879133409351,0.0068151696076361,0.0056998162139607,0.0053143764323796,0.0061479040268309,83.9613576387098,49.40660332191654,-1633.2732325327088,-2021.3413203910536,388.0680878583448,3.268070215691466,2.82600141859218,True,1000000.0,,1000000.0,967042.3689674769
2024-07-15 03:00:00,62482.0,62796.01,62322.0,62647.87,1442.33991,90219678.3942523,119560.0,681.70942,42642446.7963373,58115.34160714285,61201.09362500001,64219.28026666668,64610.21556666666,0.0026546845491501,0.0068125936395923,0.0057006942372545,0.0053172760536712,0.0061496429593033,84.1390435310641,49.50965346079785,-1613.754457193194,-2017.5847594399213,403.83030224672734,1.3439152946109183,1.2106676887020544,False,1000000.0,,1000000.0,969609.5614027485
2024-07-15 04:00:00,62647.87,62832.77,62433.01,62610.0,1234.8639,77321771.3948571,75208.0,672.9903,42148686.0786633,58157.68684523809,61196.04244444445,64213.97693333334,64608.07979999999,-0.0006044898254322,0.0068396429904634,0.0057089126110658,0.0053132304568832,0.006148242138681,82.13421663261106,49.58355141562923,-1594.5379427167354,-2013.6857104378644,419.14776772112896,1.1386902538197945,1.0361887509650924,True,1000000.0,,1000000.0,969023.4422882387
2024-07-15 05:00:00,62610.0,62968.15,62534.0,62799.99,1119.63548,70275059.3370672,81226.0,574.03779,36028552.967421,58201.26595238095,61191.27601388889,64208.69392500001,64605.8969875,0.0030344992812649,0.0068222763105982,0.0056852087450487,0.0052121594837681,0.0061490590709883,82.64089356577827,49.60663725597309,-1574.7733285344511,-2009.6404350286164,434.8671064941652,1.0111352979514825,0.9389404891771568,True,1000000.0,,1000000.0,971963.9432273912
2024-07-15 06:00:00,62799.99,62999.0,62706.01,62870.02,1075.81654,67660582.8968822,135201.0,532.63633,33497050.1056756,58244.33761904761,61186.69469444444,64203.49758333333,64603.71390416667,0.0011151275661029,0.0066523404116046,0.0056758889315785,0.0051523138995915,0.0061493169795209,82.83358409929845,49.668314060457554,-1554.9128882093428,-2005.449397730743,450.53650952140015,0.9534745288757188,0.9018436534126542,False,1000000.0,,1000000.0,973047.8070137423
2024-07-15 07:00:00,62870.02,63084.0,62746.0,62840.12,1412.86329,88847386.6122085,99105.0,638.60847,40165058.6525441,58285.93351190476,61182.19904166667,64198.08089166667,64601.567279166666,-0.0004755843882345,0.0066820085068974,0.0056614047502216,0.0051176742974806,0.0061484138326406,84.27322235226984,49.72778119409104,-1535.3298103290945,-2001.1164983076865,465.786687978592,1.2092270983233269,1.1843417442482351,True,1000000.0,,1000000.0,972585.0406677207
2024-07-15 08:00:00,62840.12,63243.71,62778.81,62879.54,1317.62151,82984296.4102203,90471.0,644.0627,40569051.4328471,58316.21648809523,61177.55769444444,64192.84689999999,64599.42869583333,0.0006273062495742,0.0061964810336834,0.0056539902130195,0.0051099466232008,0.0061408878684951,84.36724028931933,49.97229785456654,-1515.7638285031644,-1996.6432018117923,480.8793733086279,1.109741969281224,1.1036801373932354,False,1000000.0,,1000000.0,973195.149341974
2024-07-15 09:00:00,62879.54,62900.0,62542.02,62637.64,1221.24083,76571297.7100402,82304.0,559.4273,35071353.5409685,58346.72541666668,61172.57247222222,64187.47281666666,64597.281045833326,-0.0038470383212091,0.0063674231792898,0.0057055629417039,0.0051232552134147,0.0061444910393982,81.66262980206574,49.81239779561651,-1497.2618305971628,-1992.040608528708,494.7787779315454,1.0082090824363972,1.023163889465075,False,1000000.0,,1000000.0,969451.2303084406
2024-07-15 10:00:00,62637.64,62810.0,62413.5,62535.96,828.07073,51868810.5578739,72787.0,318.85622,19972148.4655814,58380.77291666666,61167.344625000005,64181.90035,64595.070125000006,-0.0016233050925928,0.0063936540405688,0.0056727487373719,0.0051283827702522,0.0061446703695938,78.97229390579366,49.80312686428178,-1479.2918053242756,-1987.3148131074693,508.0230077831936,0.6860376235138168,0.6943586145009804,False,1000000.0,,1000000.0,967877.5151892605
