open_time,open,high,low,close,volume,quote_asset_volume,number_of_trades,taker_buy_base,taker_buy_quote,sma_7d,sma_30d,sma_50d,sma_100d,return,volatility_20,volatility_50,volatility_100,volatility_14d,rsi_14,rsi_14d,MACD,Signal,MACD_Hist,volume_rel20,volume_rel20d,will_up
2025-09-02 15:00:00,,0.21303,0.20892,0.20939,52341843.0,11045954.9232,43459,19001254.0,4009132.76081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2025-09-02 16:00:00,0.20939,0.21252,0.20933,0.21198,37089264.0,7826437.54595,37691,22634438.0,4775845.4094,0.0,0.0,0.0,0.0,0.012369263097569139,0.0,0.0,0.0,0.0,0.0,0.0,9.635875432539853e-06,8.880991182064382e-08,9.54706552071921e-06,0.0,0.0,True
2025-09-02 17:00:00,0.21198,0.21322,0.21181,0.21224,20727285.0,4404450.38755,20281,11235977.0,2387605.47417,0.0,0.0,0.0,0.0,0.001226530804792958,0.0,0.0,0.0,0.0,0.0,0.0,2.0141539763124383e-05,2.736276984686045e-07,1.986791206465578e-05,0.0,0.0,False
2025-09-02 18:00:00,0.21224,0.21255,0.20974,0.21167,28716326.0,6065056.53425,24514,13372561.0,2825349.71134,0.0,0.0,0.0,0.0,-0.002685638899359244,0.0,0.0,0.0,0.0,0.0,0.0,2.8420032340631396e-05,5.330415661383077e-07,2.7886990774493088e-05,0.0,0.0,False
2025-09-02 19:00:00,0.21167,0.21259,0.21024,0.21125,24147016.0,5100602.02578,16247,12191113.0,2575239.91565,0.0,0.0,0.0,0.0,-0.001984220720933516,0.0,0.0,0.0,0.0,0.0,0.0,3.505172270032442e-05,8.511860927206681e-07,3.420053660760375e-05,0.0,0.0,True
2025-09-02 20:00:00,0.21125,0.21419,0.2108,0.21358,45386724.0,9672919.82808,30030,22950258.0,4890597.31549,0.0,0.0,0.0,0.0,0.011029585798816521,0.0,0.0,0.0,0.0,0.0,0.0,5.028423570305196e-05,1.3067902365946892e-06,4.897744546645727e-05,0.0,0.0,True
2025-09-02 21:00:00,0.21358,0.21557,0.21323,0.21497,38620150.0,8277530.12532,22767,19385673.0,4157332.67748,0.0,0.0,0.0,0.0,0.006508100009364082,0.0,0.0,0.0,0.0,0.0,0.0,7.053319027996996e-05,1.944821573399991e-06,6.858836870656997e-05,0.0,0.0,False
2025-09-02 22:00:00,0.21497,0.21507,0.21374,0.21491,25114482.0,5386189.39036,17836,11188008.0,2400122.98096,0.0,0.0,0.0,0.0,-0.00027910871284364536,0.0,0.0,0.0,0.0,0.0,0.0,9.035287855424512e-05,2.759642375066767e-06,8.759323617917835e-05,0.0,0.0,False
2025-09-02 23:00:00,0.21491,0.21547,0.21439,0.21489,26442620.0,5682593.77876,15101,10738847.0,2307405.71394,0.0,0.0,0.0,0.0,-9.306221208871257e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00010989601306837793,3.747074363023552e-06,0.00010614893870535437,0.0,0.0,False
2025-09-03 00:00:00,0.21489,0.21549,0.2137,0.2139,25974434.0,5576605.96434,29157,12384837.0,2659483.1311,0.0,0.0,0.0,0.0,-0.004607008236772292,0.0,0.0,0.0,0.0,0.0,0.0,0.00012555615097958883,4.869738663637057e-06,0.00012068641231595177,0.0,0.0,True
2025-09-03 01:00:00,0.2139,0.21493,0.21249,0.21491,45412533.0,9688010.80154,30498,23684123.0,5053662.59184,0.0,0.0,0.0,0.0,0.0047218326320710435,0.0,0.0,0.0,0.0,0.0,0.0,0.00014481298748647564,6.15953819195815e-06,0.0001386534492945175,0.0,0.0,True
2025-09-03 02:00:00,0.21491,0.21686,0.21387,0.21611,61189670.0,13187399.12767,55971,28892144.0,6225972.75513,0.0,0.0,0.0,0.0,0.005583732725326973,0.0,0.0,0.0,0.0,0.0,0.0,0.00016833665459967118,7.654258158849515e-06,0.00016068239644082165,0.0,0.0,False
2025-09-03 03:00:00,0.21611,0.21648,0.21456,0.21531,37244229.0,8026691.96364,32138,21439504.0,4620693.16989,0.0,0.0,0.0,0.0,-0.0037018185183471664,0.0,0.0,0.0,0.0,0.0,0.0,0.00018864271332288962,9.32235451980841e-06,0.00017932035880308122,0.0,0.0,False
2025-09-03 04:00:00,0.21531,0.21561,0.21436,0.21523,17330113.0,3724536.40255,21733,8826715.0,1897364.9917,0.0,0.0,0.0,0.0,-0.0003715572894895658,0.0,0.0,0.0,0.0,74.91467576791813,0.0,0.00020844190521174255,1.1157557751992136e-05,0.00019728434745975041,0.0,0.0,False
2025-09-03 05:00:00,0.21523,0.21533,0.21417,0.21461,23619331.0,5070297.1137,18530,6984785.0,1499142.40115,0.0,0.0,0.0,0.0,-0.0028806393160805133,0.0,0.0,0.0,0.0,71.1507293354943,0.0,0.00022572988606320288,1.3135182897717581e-05,0.0002125947031654853,0.0,0.0,True
2025-09-03 06:00:00,0.21461,0.21626,0.21409,0.21588,31506763.0,6785722.76255,28884,16670975.0,3591017.55579,0.0,0.0,0.0,0.0,0.005917711197055198,0.0,0.0,0.0,0.0,67.69509981851174,0.0,0.0002475632166911712,1.529580993728858e-05,0.00023226740675388261,0.0,0.0,True
2025-09-03 07:00:00,0.21588,0.21637,0.21485,0.21608,34332614.0,7405900.27951,34801,17387965.0,3750638.8823,0.0,0.0,0.0,0.0,0.0009264406151565652,0.0,0.0,0.0,0.0,67.5182481751824,0.0,0.00026991466912990036,1.7642527533533853e-05,0.0002522721415963665,0.0,0.0,False
2025-09-03 08:00:00,0.21608,0.21724,0.21512,0.21562,33821438.0,7313418.63569,26038,16413740.0,3548964.5816,0.0,0.0,0.0,0.0,-0.002128841169937057,0.0,0.0,0.0,0.0,68.2027649769586,0.0,0.0002903230422167946,2.0155712000660683e-05,0.00027016733021613393,0.0,0.0,True
2025-09-03 09:00:00,0.21562,0.2165,0.21471,0.21643,18867401.0,4069928.03765,20420,9765969.0,2107112.12813,0.0,0.0,0.0,0.0,0.003756608848900944,0.0,0.0,0.0,0.0,73.04270462633465,0.0,0.0003135324330771072,2.2859644913807655e-05,0.00029067278816329956,0.0,0.0,True
2025-09-03 10:00:00,0.21643,0.21723,0.21587,0.21652,36626840.0,7933122.44476,25787,18131950.0,3927557.59938,0.0,0.0,0.0,0.0,0.00041583883934759314,0.0,0.0,0.0,0.0,66.3333333333334,0.0,0.0003368353433358118,2.5753430152720137e-05,0.00031108191318309164,1.102369586387451,0.0,False
2025-09-03 11:00:00,0.21652,0.217,0.21631,0.21642,21985611.0,4763428.49615,20037,14515278.0,3144669.61324,0.0,0.0,0.0,0.0,-0.0004618510992056013,0.0047360578257552325,0.0,0.0,0.0,59.403372243839286,0.0,0.0003595234336654929,2.8829651383252605e-05,0.0003306937822822403,0.6933830501498148,0.0,False
2025-09-03 12:00:00,0.21642,0.21682,0.2151,0.21549,21739953.0,4696277.23617,22004,8668235.0,1872432.32611,0.0,0.0,0.0,0.0,-0.004297199889104597,0.004187633162556357,0.0,0.0,0.0,53.37995337995339,0.0,0.0003785144656117678,3.2052552896879475e-05,0.00034646191271488837,0.7026424891388293,0.0,True
2025-09-03 13:00:00,0.21549,0.21891,0.21537,0.217,55607237.0,12082529.53415,54187,31065740.0,6751440.55174,0.0,0.0,0.0,0.0,0.007007285720915135,0.004410051694928455,0.0,0.0,0.0,60.4766633565045,0.0,0.0004029231656541843,3.547071522643989e-05,0.0003674524504277444,1.7013453189954186,0.0,True
2025-09-03 14:00:00,0.217,0.21967,0.21668,0.21877,63293555.0,13828458.53358,54633,31810006.0,6949135.68716,0.0,0.0,0.0,0.0,0.008156682027649742,0.00458086746941617,0.0,0.0,0.0,72.44239631336404,0.0,0.0004336615921379239,3.914067722562408e-05,0.0003945209149122998,1.839226612528657,0.0,True
2025-09-03 15:00:00,0.21877,0.2195,0.2181,0.21889,38042598.0,8326987.11099,28256,16500335.0,3611746.19829,0.0,0.0,0.0,0.0,0.0005485212780547144,0.004509243147122494,0.0,0.0,0.0,69.97991967871492,0.0,0.00046452645994335406,4.3061283517953384e-05,0.0004214651764254007,1.0835903589466385,0.0,False
2025-09-03 16:00:00,0.21889,0.21933,0.21741,0.21789,20957590.0,4576447.61806,24001,10145926.0,2216131.67275,0.0,0.0,0.0,0.0,-0.004568504728402423,0.004162184276354887,0.0,0.0,0.0,59.11885245901642,0.0,0.0004913489436672858,4.719296702163387e-05,0.0004441559766456519,0.6184650499073552,0.0,True
2025-09-03 17:00:00,0.21789,0.21991,0.21789,0.2193,43834889.0,9610577.94554,29620,24549703.0,5381686.51862,0.0,0.0,0.0,0.0,0.006471155170039822,0.004159622021347071,0.0,0.0,0.0,69.23818707810992,0.0,0.0005231354710945602,5.1579533879448864e-05,0.0004715559372151113,1.2837039451063201,0.0,False
2025-09-03 18:00:00,0.2193,0.21978,0.21863,0.21911,27416196.0,6003767.84144,21499,7481476.0,1639142.18949,0.0,0.0,0.0,0.0,-0.0008663930688553867,0.00417122685464869,0.0,0.0,0.0,68.51145038167938,0.0,0.0005538825456890828,5.6209054725620604e-05,0.0004976734909634622,0.8001859595993183,0.0,True
