open_time,open,high,low,close,volume,quote_asset_volume,number_of_trades,taker_buy_base,taker_buy_quote,sma_7d,sma_30d,sma_50d,sma_100d,return,volatility_20,volatility_50,volatility_100,volatility_14d,rsi_14,rsi_14d,MACD,Signal,MACD_Hist,volume_rel20,volume_rel20d,will_up
2025-09-02 15:00:00,,0.8234,0.8084,0.81,7202492.2,5879521.81421,20769,2999927.0,2447945.7631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2025-09-02 16:00:00,0.81,0.8161,0.8076,0.8123,4192029.0,3401524.23839,12128,1936610.2,1571720.17316,0.0,0.0,0.0,0.0,0.0028395061728394566,0.0,0.0,0.0,0.0,0.0,0.0,8.556955017224865e-06,7.886594485921535e-08,8.47808907236565e-06,0.0,0.0,True
2025-09-02 17:00:00,0.8123,0.82,0.8122,0.8184,5482391.5,4479689.2332,10974,3092178.5,2526512.44233,0.0,0.0,0.0,0.0,0.007509540810045623,0.0,0.0,0.0,0.0,0.0,0.0,3.9721842968631904e-05,4.442390049861526e-07,3.927760396364575e-05,0.0,0.0,False
2025-09-02 18:00:00,0.8184,0.8206,0.8097,0.8183,4342289.7,3540427.96002,11551,1828798.7,1490815.67949,0.0,0.0,0.0,0.0,-0.00012218963831867047,0.0,0.0,0.0,0.0,0.0,0.0,7.019909829442117e-05,1.0871409339210377e-06,6.911195736050013e-05,0.0,0.0,True
2025-09-02 19:00:00,0.8183,0.824,0.8153,0.8206,4304432.8,3528195.13705,11057,2456476.5,2014357.18407,0.0,0.0,0.0,0.0,0.002810705120371404,0.0,0.0,0.0,0.0,0.0,0.0,0.00010892398650552693,2.081028911539525e-06,0.0001068429575939874,0.0,0.0,True
2025-09-02 20:00:00,0.8206,0.8323,0.8187,0.8289,9418571.5,7799840.22902,15887,5620931.0,4655066.46246,0.0,0.0,0.0,0.0,0.010114550329027416,0.0,0.0,0.0,0.0,0.0,0.0,0.0001781348545529804,3.703644816068934e-06,0.00017443120973691147,0.0,0.0,True
2025-09-02 21:00:00,0.8289,0.8321,0.8271,0.8309,4468158.1,3707112.39506,6635,2404773.4,1995870.7042,0.0,0.0,0.0,0.0,0.0024128362890578625,0.0,0.0,0.0,0.0,0.0,0.0,0.00025408369817003784,6.0112950773958365e-06,0.000248072403092642,0.0,0.0,True
2025-09-02 22:00:00,0.8309,0.8341,0.8278,0.834,3791872.8,3150382.78399,8830,2071895.4,1721557.16146,0.0,0.0,0.0,0.0,0.0037308942110962917,0.0,0.0,0.0,0.0,0.0,0.0,0.0003407932502962341,9.096843051763008e-06,0.0003316964072444711,0.0,0.0,True
2025-09-02 23:00:00,0.834,0.8356,0.8319,0.8349,3737839.4,3115555.20109,7463,1736405.4,1447427.11246,0.0,0.0,0.0,0.0,0.0010791366906475197,0.0,0.0,0.0,0.0,0.0,0.0,0.00042996801268635476,1.2975840006920538e-05,0.0004169921726794342,0.0,0.0,False
2025-09-03 00:00:00,0.8349,0.8396,0.8306,0.8314,5825848.1,4866528.102,12529,3141085.8,2624281.48821,0.0,0.0,0.0,0.0,-0.004192118816624735,0.0,0.0,0.0,0.0,0.0,0.0,0.0005052112891877902,1.7512572257435467e-05,0.00048769871693035477,0.0,0.0,True
